,taxon,MappedTaxon
5024,Hallea rubrostipulata-type,RUBIACEAE
5057,Hedyotis,RUBIACEAE
5237,Houstonia,RUBIACEAE
5319,Hymenodictyon,RUBIACEAE
5320,Hymenodictyon floribundum-type,RUBIACEAE
5464,Ixora,RUBIACEAE
5465,Ixora-type,RUBIACEAE
5530,Keetia gueinzii-type,RUBIACEAE
6592,Mitchella,RUBIACEAE
6904,Neonauclea,RUBIACEAE
6947,Nertera,RUBIACEAE
6948,Nertera-type,RUBIACEAE
7084,Oldenlandia,RUBIACEAE
7085,Oldenlandia-type,RUBIACEAE
7174,Ophiorrhiza,RUBIACEAE
7195,Oreopolus,RUBIACEAE
7316,Palicourea,RUBIACEAE
8483,Psychotria,RUBIACEAE
8485,Psychotria cf. P. carthagenensis,RUBIACEAE
8486,Psydrax schimperiana-type,RUBIACEAE
8661,Randia,RUBIACEAE
8662,Randia-type,RUBIACEAE
8907,Rubiaceae,RUBIACEAE
8908,Rubiaceae (pentacolpate),RUBIACEAE
8909,Rubiaceae cf. Alibertia-type,RUBIACEAE
8910,Rubiaceae cf. Bertiera,RUBIACEAE
8912,Rubiaceae cf. Cepha‘lis,RUBIACEAE
8913,Rubiaceae cf. Galium,RUBIACEAE
8914,Rubiaceae cf. Galium sect. Relbunium,RUBIACEAE
8915,Rubiaceae cf. Guettarda,RUBIACEAE
8916,Rubiaceae cf. Psychotria,RUBIACEAE
8917,Rubiaceae cf. Warszewiczia,RUBIACEAE
8918,Rubiaceae subf. Ixoroideae,RUBIACEAE
8920,Rubiaceae undiff.,RUBIACEAE
8921,Rubiaceae: Mitracarpus-type,RUBIACEAE
8922,Rubiaceae: Tocoyena-type,RUBIACEAE
8923,Rubia-type,RUBIACEAE
9010,Sabicea,RUBIACEAE
9429,Sherardia arvensis,RUBIACEAE
9480,Simira,RUBIACEAE
9629,Spermacoce,RUBIACEAE
9630,Spermacoce-type,RUBIACEAE
10202,Timonius,RUBIACEAE
10462,Uncaria,RUBIACEAE
10673,Vangueria,RUBIACEAE
10674,Vangueria madagascariensis-type,RUBIACEAE
10756,Virectaria,RUBIACEAE
10799,Wendlandia,RUBIACEAE
8924,Rubus,RUBUS
8925,Rubus arcticus,RUBUS
8926,Rubus cf. R. chamaemorus,RUBUS
8927,Rubus chamaemorus,RUBUS
8928,Rubus chamaemorus-type,RUBUS
8929,Rubus fruticosus,RUBUS
8930,Rubus fruticosus-type,RUBUS
8931,Rubus idaeus-type,RUBUS
8932,Rubus pinnatus-type,RUBUS
8933,Rubus saxatilis,RUBUS
8934,Rubus ulmifolius-type,RUBUS
8935,Rubus undiff.,RUBUS
8936,Rubus-type,RUBUS
8937,Rubus-type undiff.,RUBUS
2548,cf. Oxyria digyna,RUMEOXYR
2658,cf. Rumex acetosa/Oxyria digyna,RUMEOXYR
7295,Oxyria,RUMEOXYR
7296,Oxyria digyna,RUMEOXYR
7297,Oxyria digyna (type 1),RUMEOXYR
7298,Oxyria digyna (type 2),RUMEOXYR
7299,Oxyria digyna-type,RUMEOXYR
8983,Rumex subg. Acetosa/Oxyria digyna,RUMEOXYR
8988,Rumex/Oxyria,RUMEOXYR
8989,Rumex/Oxyria digyna,RUMEOXYR
8990,Rumex/Oxyria digyna undiff.,RUMEOXYR
2657,cf. Rumex,RUMEOXYR
8942,Rumex,RUMEOXYR
8943,Rumex acetosa,RUMEOXYR
8944,Rumex acetosa/R. acetosella,RUMEOXYR
8945,Rumex acetosa/R. acetosella-type,RUMEOXYR
8946,Rumex acetosa-type,RUMEOXYR
8947,Rumex acetosella,RUMEOXYR
8948,Rumex acetosella-type,RUMEOXYR
8949,Rumex aquaticus,RUMEOXYR
8950,Rumex aquaticus/R. hydrolapathum,RUMEOXYR
8951,Rumex aquaticus-type,RUMEOXYR
8952,Rumex britannica,RUMEOXYR
8953,Rumex cf. R. acetosa,RUMEOXYR
8954,Rumex cf. R. acetosella,RUMEOXYR
8955,Rumex cf. R. britannica,RUMEOXYR
8956,Rumex cf. R. hydrolapathum,RUMEOXYR
8957,Rumex cf. R. mexicanus,RUMEOXYR
8958,Rumex cf. R. obtusifolius,RUMEOXYR
8960,Rumex cf. R. salicifolius,RUMEOXYR
8961,Rumex cf. R. verticillatus,RUMEOXYR
8962,Rumex conglomeratus-type,RUMEOXYR
8963,Rumex crispus,RUMEOXYR
8964,Rumex crispus-type,RUMEOXYR
8965,Rumex cyprius,RUMEOXYR
8966,Rumex cyprius-type,RUMEOXYR
8967,Rumex densiflorus,RUMEOXYR
8968,Rumex hydrolapathum,RUMEOXYR
8969,Rumex hydrolapathum-type,RUMEOXYR
8970,Rumex kurdicus,RUMEOXYR
8971,Rumex longifolius,RUMEOXYR
8972,Rumex longifolius-type,RUMEOXYR
8973,Rumex maritimus,RUMEOXYR
8974,Rumex maritimus-type,RUMEOXYR
8975,Rumex mexicanus,RUMEOXYR
8976,Rumex mexicanus-type,RUMEOXYR
8977,Rumex obtusifolius,RUMEOXYR
8978,Rumex obtusifolius-type,RUMEOXYR
8980,Rumex patientia-type,RUMEOXYR
8982,Rumex subg. Acetosa,RUMEOXYR
8984,Rumex subg. Acetosa/R. subg. Acetosella,RUMEOXYR
8985,Rumex subg. Rumex,RUMEOXYR
8986,Rumex subg. Rumex-type,RUMEOXYR
8987,Rumex undiff.,RUMEOXYR
8991,Rumex-type,RUMEOXYR
8992,Rumex-type undiff.,RUMEOXYR
9028,Salix,SALIX
9029,Salix arctica,SALIX
9030,Salix arctica-type,SALIX
9031,Salix caroliniana,SALIX
9032,Salix caroliniana-type,SALIX
9033,Salix cf. S. herbacea,SALIX
9034,Salix cf. S. humboldtiana,SALIX
9035,Salix glauca-type,SALIX
9036,Salix herbacea,SALIX
9037,Salix herbacea-type,SALIX
9038,Salix humboldtiana,SALIX
9039,Salix nigra,SALIX
9040,Salix pentandra-type,SALIX
9041,Salix polaris,SALIX
9042,Salix polaris-type,SALIX
9043,Salix reticulata,SALIX
9044,Salix reticulata-type,SALIX
9045,Salix sp.,SALIX
9046,Salix undiff.,SALIX
9047,Salix vestita,SALIX
9048,Salix vestita-type,SALIX
9049,Salix-type,SALIX
2666,cf. Sanguisorba,SANGUI
9082,Sanguinaria canadensis,SANGUI
9083,Sanguisorba,SANGUI
9084,Sanguisorba canadensis,SANGUI
9085,Sanguisorba major,SANGUI
9086,Sanguisorba minor,SANGUI
9087,Sanguisorba minor subsp. minor,SANGUI
9088,Sanguisorba minor-type,SANGUI
9089,Sanguisorba officinalis,SANGUI
9090,Sanguisorba officinalis-type,SANGUI
9091,Sanguisorba stipulata,SANGUI
9092,Sanguisorba-type,SANGUI
9117,Sarcopoterium spinosum/Sanguisorba minor,SANGUI
9113,Sarcobatus,SARCOBATUS
9114,Sarcobatus vermiculatus,SARCOBATUS
522,Anarrhinum bellidifolium,SCROPHUL
652,Antirrhinum/Linaria,SCROPHUL
734,Aragoa,SCROPHUL
1192,Bartsia,SCROPHUL
1193,Bartsia-type,SCROPHUL
1573,Buchnera,SCROPHUL
1574,Buddleja,SCROPHUL
1575,Buddlejaceae,SCROPHUL
1576,Buddlejaceae sensu stricto,SCROPHUL
1577,Buddleja-type,SCROPHUL
1650,Calceolaria,SCROPHUL
1936,Castilleja,SCROPHUL
1937,Castilleja sp.,SCROPHUL
2644,cf. Rhinanthus,SCROPHUL
2684,cf. Scrophulariaceae,SCROPHUL
2822,Chaenorhinum,SCROPHUL
3165,Collinsia,SCROPHUL
3555,Cymbaria,SCROPHUL
3556,Cymbaria daurica,SCROPHUL
3748,Digitalis,SCROPHUL
3749,Digitalis purpurea,SCROPHUL
3750,Digitalis purpurea-type,SCROPHUL
3751,Digitalis-type,SCROPHUL
4169,Eremophila,SCROPHUL
4409,Euphrasia,SCROPHUL
4410,Euphrasia-type,SCROPHUL
4912,Gratiola,SCROPHUL
5531,Kickxia,SCROPHUL
5580,Lagotis,SCROPHUL
5581,Lagotis glauca,SCROPHUL
5861,Limosella,SCROPHUL
5864,Linaria,SCROPHUL
5865,Linaria-type,SCROPHUL
6370,Melampyrum,SCROPHUL
6371,Melampyrum-type,SCROPHUL
6576,Mimulus,SCROPHUL
6577,Mimulus guttatus,SCROPHUL
6638,Monttea aphylla,SCROPHUL
6731,Myoporaceae sensu stricto,SCROPHUL
6732,Myoporum,SCROPHUL
7076,Odontites,SCROPHUL
7077,Odontites-type,SCROPHUL
7268,Ourisia,SCROPHUL
7366,Parahebe,SCROPHUL
7382,Parentucellia-type,SCROPHUL
7490,Penstemon,SCROPHUL
8782,Rhinanthus,SCROPHUL
8783,Rhinanthus/Veronica,SCROPHUL
8784,Rhinanthus-type,SCROPHUL
8818,Rhynchocorys,SCROPHUL
9307,Scrophularia,SCROPHUL
9308,Scrophularia canina-type,SCROPHUL
9309,Scrophularia nodosa-type,SCROPHUL
9310,Scrophularia/Verbascum,SCROPHUL
9311,Scrophularia/Verbascum/Digitalis,SCROPHUL
9312,Scrophulariaceae,SCROPHUL
9313,Scrophulariaceae cf. Bartsia,SCROPHUL
9314,Scrophulariaceae cf. Gratiola,SCROPHUL
9315,Scrophulariaceae cf. Rhinanthus,SCROPHUL
9316,Scrophulariaceae undiff.,SCROPHUL
9317,Scrophulariaceae-type,SCROPHUL
9318,Scrophularia-type,SCROPHUL
10684,Verbascum,SCROPHUL
10685,Verbascum pulverulentum-type,SCROPHUL
10686,Verbascum-type,SCROPHUL
10696,Veronica,SCROPHUL
10697,Veronica anagallis-aquatica,SCROPHUL
10698,Veronica beccabunga,SCROPHUL
10699,Veronica beccabunga-type,SCROPHUL
10700,Veronica cf. V. chamaedrys,SCROPHUL
10701,Veronica officinalis,SCROPHUL
10702,Veronica-type,SCROPHUL
2687,cf. Selaginella,SELAGINE
9352,Selaginella,SELAGINE
9353,Selaginella arenicola,SELAGINE
9355,Selaginella cf. S. marginata,SELAGINE
9356,Selaginella decomposita,SELAGINE
9357,Selaginella densa,SELAGINE
9358,Selaginella densa-type,SELAGINE
9359,Selaginella denticulata-type,SELAGINE
9360,Selaginella helvetica,SELAGINE
9361,Selaginella helvetica-type,SELAGINE
9362,Selaginella reticulata,SELAGINE
9363,Selaginella rupestris,SELAGINE
9364,Selaginella rupestris-type,SELAGINE
9365,Selaginella sanguinolenta,SELAGINE
9366,Selaginella selaginoides,SELAGINE
9367,Selaginella selaginoides-type,SELAGINE
9368,Selaginella sibirica,SELAGINE
9369,Selaginella uliginosa,SELAGINE
9370,Selaginella undiff.,SELAGINE
9371,Selaginella wallacei,SELAGINE
9372,Selaginella wallacei-type,SELAGINE
2688,cf. Shepherdia,SHEPHERDIA
9423,Shepherdia,SHEPHERDIA
9424,Shepherdia argentea,SHEPHERDIA
9425,Shepherdia canadensis,SHEPHERDIA
9426,Shepherdia canadensis-type,SHEPHERDIA
9427,Shepherdia rotundifolia,SHEPHERDIA
9428,Shepherdia undiff.,SHEPHERDIA
9690,Sphagnum,SPHAGNUM
9691,Sphagnum imbricatum,SPHAGNUM
9692,Sphagnum palustre,SPHAGNUM
9693,Sphagnum undiff.,SPHAGNUM
2987,Chrysosplenium,SX
9148,Saxifraga cernua,SXFRAGAX
9149,Saxifraga cernua/S. rivularis,SXFRAGAX
9150,Saxifraga cernua-type,SXFRAGAX
2674,cf. Saxifragaceae,SXFRAGAX
9144,Saxifraga,SXFRAGAX
9145,Saxifraga aizoides,SXFRAGAX
9146,Saxifraga aizoides-type,SXFRAGAX
9147,Saxifraga caesia,SXFRAGAX
9151,Saxifraga cespitosa-type,SXFRAGAX
9152,Saxifraga cf. S. aizoides,SXFRAGAX
9153,Saxifraga cf. S. cespitosa,SXFRAGAX
9154,Saxifraga cf. S. hirculus,SXFRAGAX
9155,Saxifraga cf. S. hypnoides,SXFRAGAX
9157,Saxifraga cf. S. punctata,SXFRAGAX
9158,Saxifraga cf. S. rivularis,SXFRAGAX
9159,Saxifraga cf. S. virginiensis,SXFRAGAX
9160,Saxifraga exarata-type,SXFRAGAX
9161,Saxifraga foliolosa,SXFRAGAX
9162,Saxifraga granulata,SXFRAGAX
9163,Saxifraga granulata-type,SXFRAGAX
9164,Saxifraga hieracifolia,SXFRAGAX
9165,Saxifraga hirculus,SXFRAGAX
9166,Saxifraga hirculus-type,SXFRAGAX
9167,Saxifraga hirsuta-type,SXFRAGAX
9168,Saxifraga hypnoides,SXFRAGAX
9169,Saxifraga hypnoides-type,SXFRAGAX
9170,Saxifraga micalis,SXFRAGAX
9171,Saxifraga moschata-type,SXFRAGAX
9172,Saxifraga nivalis,SXFRAGAX
9176,Saxifraga pensylvanica,SXFRAGAX
9177,Saxifraga rivularis,SXFRAGAX
9178,Saxifraga rosacea,SXFRAGAX
9179,Saxifraga rotundifolia,SXFRAGAX
9180,Saxifraga stellaris,SXFRAGAX
9183,Saxifraga undiff.,SXFRAGAX
9184,Saxifragaceae,SXFRAGAX
9185,Saxifragaceae cf. Chrysosplenium,SXFRAGAX
9186,Saxifragaceae undiff.,SXFRAGAX
9187,Saxifragaceae-type,SXFRAGAX
9188,Saxifragales,SXFRAGAX
9189,Saxifraga-type,SXFRAGAX
6485,Micranthes hieracifolia,SXFRAGAX
6486,Micranthes hieracifolia-type,SXFRAGAX
2672,cf. Saxifraga,SXFRAGAX
2673,cf. Saxifraga oppositifolia,SXFRAGAX
9156,Saxifraga cf. S. oppositifolia,SXFRAGAX
9173,Saxifraga oppositifolia,SXFRAGAX
9174,Saxifraga oppositifolia/S. aizoides,SXFRAGAX
9175,Saxifraga oppositifolia-type,SXFRAGAX
9181,Saxifraga tricuspidata,SXFRAGAX
9182,Saxifraga tricuspidata-type,SXFRAGAX
10021,Taxodium,TAXODIUM
10022,Taxodium distichum,TAXODIUM
10023,Taxodium-type,TAXODIUM
10024,Taxus,CUPRESSA
10025,Taxus baccata,TAXUS
10026,Taxus brevifolia,TAXUS
10027,Taxus canadensis,TAXUS
2153,cf. Anemonella,THALICTRUM
2768,cf. Thalictrum,THALICTRUM
3258,Coptis,THALICTRUM
3259,Coptis aspleniifolia,THALICTRUM
3260,Coptis groenlandica,THALICTRUM
3261,Coptis trifolia,THALICTRUM
10100,Thalictrum,THALICTRUM
10101,Thalictrum alpinum,THALICTRUM
10103,Thalictrum aquilegiifolium,THALICTRUM
10104,Thalictrum cf. T. dasycarpum,THALICTRUM
10105,Thalictrum cf. T. dioicum,THALICTRUM
10106,Thalictrum confine-type,THALICTRUM
10107,Thalictrum dasycarpum-type,THALICTRUM
10108,Thalictrum dioicum-type,THALICTRUM
10109,Thalictrum flavum,THALICTRUM
10110,Thalictrum lucidum,THALICTRUM
10111,Thalictrum undiff.,THALICTRUM
10112,Thalictrum venulosum-type,THALICTRUM
10113,Thalictrum/Coptis,THALICTRUM
10114,Thalictrum-type,THALICTRUM
10180,Tilia,TILIA
10181,Tilia ÌÑ vulgaris,TILIA
10182,Tilia americana,TILIA
10183,Tilia amurensis,TILIA
10184,Tilia cordata,TILIA
10185,Tilia cordata-type,TILIA
10186,Tilia mandshurica,TILIA
10187,Tilia platyphyllos,TILIA
10188,Tilia platyphyllos subsp. cordifolia,TILIA
10189,Tilia platyphyllos-type,TILIA
10190,Tilia tomentosa,TILIA
10191,Tilia undiff.,TILIA
10375,Tsuga,TSUGAX
10376,Tsuga canadensis,TSUGAX
10377,Tsuga diversifolia,TSUGAX
10380,Tsuga undiff.,TSUGAX
10378,Tsuga heterophylla,TSUGHETE
10379,Tsuga mertensiana,TSUGMERT
2785,cf. Ulmus sp.,ULMUS
5217,Holoptelea,ULMUS
10440,Ulmaceae,ULMUS
10441,Ulmaceae cf. Ampelocera,ULMUS
10443,Ulmaceae undiff.,ULMUS
10444,Ulmus,ULMUS
10445,Ulmus (type A),ULMUS
10446,Ulmus (type B),ULMUS
10447,Ulmus alata,ULMUS
10448,Ulmus americana,ULMUS
10450,Ulmus cf. U. americana,ULMUS
10451,Ulmus glabra,ULMUS
10452,Ulmus laevis,ULMUS
10453,Ulmus minor,ULMUS
10454,Ulmus pumila,ULMUS
10456,Ulmus sp.,ULMUS
10457,Ulmus undiff.,ULMUS
10458,Ulmus/Zelkova,ULMUS
10866,Zelkova abelicea,ULMUS
663,Aphananthe,URTICACX
1410,Boehmeria,URTICACX
1411,Boehmeria-type,URTICACX
1543,Brosimum,URTICACX
1544,Brosimum alicastrum,URTICACX
1798,Cannabaceae,URTICACX
1799,Cannabaceae cf. Cannabis sativa,URTICACX
1800,Cannabaceae cf. Humulus,URTICACX
1801,Cannabaceae cf. Humulus lupulus,URTICACX
1802,Cannabaceae sensu stricto,URTICACX
1803,Cannabaceae sensu stricto undiff.,URTICACX
1804,Cannabaceae/Urticaceae,URTICACX
1805,Cannabaceae-type,URTICACX
1806,Cannabis sativa,URTICACX
1807,Cannabis sativa-type,URTICACX
1808,Cannabis-type,URTICACX
1935,Castilla-type,URTICACX
1968,Cecropia,URTICACX
1969,Cecropiaceae,URTICACX
1970,Cecropiaceae sensu stricto,URTICACX
1971,Cecropia-type,URTICACX
1987,Celtis,URTICACX
1988,Celtis (tetraporate),URTICACX
1989,Celtis australis,URTICACX
1990,Celtis occidentalis,URTICACX
1991,Celtis reticulata,URTICACX
1992,Celtis sp.,URTICACX
1993,Celtis undiff.,URTICACX
1994,Celtis/Aphananthe,URTICACX
1995,Celtis/Maclura,URTICACX
1996,Celtis/Maclura-type,URTICACX
1997,Celtis/Morus/Ulmus,URTICACX
1998,Celtis/Ulmus,URTICACX
1999,Celtis-type,URTICACX
2248,cf. Celtis,URTICACX
2249,cf. Celtis sp.,URTICACX
2469,cf. Morus,URTICACX
2470,cf. Morus rubra,URTICACX
2779,cf. Trema,URTICACX
2780,cf. Trema/Lozanella,URTICACX
2791,cf. Urtica,URTICACX
3868,Dorstenia,URTICACX
4543,Ficus,URTICACX
4544,Ficus aurea,URTICACX
4545,Ficus carica,URTICACX
4546,Ficus sp.,URTICACX
4547,Ficus/Celtis,URTICACX
4548,Ficus-type,URTICACX
5086,Helicostylis,URTICACX
5245,Humulus,URTICACX
5246,Humulus lupulus,URTICACX
5247,Humulus lupulus-type,URTICACX
5248,Humulus/Cannabis,URTICACX
5249,Humulus/Cannabis sativa,URTICACX
5250,Humulus/Urtica,URTICACX
5251,Humulus-type,URTICACX
5622,Laportea,URTICACX
5623,Laportea aestuans-type,URTICACX
5624,Laportea-type,URTICACX
6016,Lozanella,URTICACX
6184,Maclura,URTICACX
6185,Maclura pomifera,URTICACX
6186,Maclura pomifera-type,URTICACX
6187,Maclura-type,URTICACX
6281,Maquira,URTICACX
6648,Moraceae,URTICACX
6649,Moraceae (diporate),URTICACX
6650,Moraceae (triporate),URTICACX
6651,Moraceae undiff.,URTICACX
6662,Morus,URTICACX
6663,Morus rubra,URTICACX
6664,Morus rubra-type,URTICACX
6665,Morus-type,URTICACX
6778,Myrianthus holstii-type,URTICACX
6779,Myrianthus-type,URTICACX
7383,Parietaria,URTICACX
7384,Parietaria-type,URTICACX
7737,Phyllostylon,URTICACX
7802,Pilea,URTICACX
7803,Pilea bambuseti-type,URTICACX
7804,Pilea-type,URTICACX
7923,Planera,URTICACX
7924,Planera aquatica,URTICACX
8367,Pourouma,URTICACX
8463,Pseudolmedia,URTICACX
9604,Sorocea,URTICACX
10246,Trema,URTICACX
10247,Trema micrantha,URTICACX
10248,Trema orientalis,URTICACX
10249,Trema orientalis-type,URTICACX
10323,Trilepisium madagascariense-type,URTICACX
10324,Trilepisium-type,URTICACX
10372,Trophis,URTICACX
10584,Urera,URTICACX
10603,Urtica,URTICACX
10604,Urtica cf. U. dioica,URTICACX
10605,Urtica dioica,URTICACX
10606,Urtica dioica-type,URTICACX
10607,Urtica incisa,URTICACX
10608,Urtica pilulifera-type,URTICACX
10609,Urtica undiff.,URTICACX
10610,Urtica urens,URTICACX
10611,Urticaceae,URTICACX
10612,Urticaceae undiff.,URTICACX
10613,Urticaceae/Moraceae,URTICACX
10614,Urticaceae/Moraceae (diporate),URTICACX
10615,Urticaceae/Moraceae (triporate),URTICACX
10616,Urticaceae/Moraceae undiff.,URTICACX
10617,Urticaceae-type,URTICACX
10618,Urticaceae-type undiff.,URTICACX
10620,Urticales,URTICACX
10621,"Urticales  (diporate, scabrate)",URTICACX
10622,Urticales  (periporate),URTICACX
10623,Urticales  (tetraporate),URTICACX
10624,"Urticales  (triporate, scabrate)",URTICACX
10625,Urticales undiff.,URTICACX
10626,Urtica-type,URTICACX
10627,Urtica-type undiff.,URTICACX
10865,Zelkova,URTICACX
10814,Xanthium,XANTHIUM
10815,Xanthium strumarium,XANTHIUM
